,time_index,time,Fiji_%spatial_extent,New_Caledonia_%spatial_extent,Vanuatu_%spatial_extent,Wallis_and_Futuna_%spatial_extent,Solomon_Islands_%spatial_extent,Tonga_%spatial_extent,Samoa_%spatial_extent,Tuvalu_%spatial_extent,Niue_%spatial_extent,Cook_Islands_%spatial_extent,Tokelau_%spatial_extent,American_Samoa_%spatial_extent
0,114,1993-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9969856819894498,0.0,0.0
0,1150,1996-02-25,0.0,38.915956151035324,66.70574443141852,0.0,42.07804419370005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1151,1996-02-26,0.0,40.803897685749085,66.8229777256741,0.0,37.18852844381758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1152,1996-02-27,0.0,43.97076735688185,59.55451348182884,0.0,34.931828866948756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1153,1996-02-28,0.0,44.884287454323996,47.47948417350528,0.0,35.54301833568406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1154,1996-02-29,0.0,45.1278928136419,45.1348182883939,0.0,38.1758345086977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1155,1996-03-01,0.0,39.89037758830694,46.658851113716295,0.0,36.67136812411847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1156,1996-03-02,0.0,40.68209500609014,48.06565064478312,0.0,9.30888575458392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1157,1996-03-03,0.056593095642331635,39.76857490864799,46.893317702227435,0.0,9.402914903620124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1158,1996-03-04,0.2829654782116582,35.99269183922046,44.66588511137163,0.0,9.35590032910202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1159,1996-03-05,1.4714204867006226,35.99269183922046,45.838218053927314,0.0,9.402914903620124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,115,1993-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7332328560663148,0.0,0.0
0,1160,1996-03-06,1.5846066779852859,35.07917174177832,42.20398593200469,0.0,8.46262341325811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1161,1996-03-07,1.5846066779852859,33.43483556638246,38.56975381008206,0.0,6.582040432534085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1162,1996-03-08,1.5846066779852859,30.024360535931788,33.528722157092616,0.0,5.923836389280677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1163,1996-03-09,1.4714204867006226,27.527405602923267,26.611957796014067,0.0,4.137282557592854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1164,1996-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1165,1996-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1166,1996-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1167,1996-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1168,1996-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1169,1996-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,116,1993-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22607385079125847,0.0,0.0
0,1170,1996-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1171,1996-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1172,1996-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1173,1996-03-19,0.0,0.0,0.0,0.0,13.305124588622471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1174,1996-03-20,0.0,0.0,0.0,0.0,12.834978843441466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1175,1996-03-21,0.0,0.0,0.0,0.0,11.894687353079455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
